ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th-L
236,72.104,2994.519,2892.157,659.930,297.636,215.041,280.980,32.155,13.550,3.805,0.249,1.348,2047.388,0.000
237,72.444,3169.522,3032.291,659.358,298.166,216.136,289.870,32.248,13.612,3.911,0.249,1.237,2176.856,0.000
238,72.785,3193.008,3177.128,658.786,298.785,217.303,299.466,32.345,13.680,4.023,0.250,1.127,2310.144,0.000
239,73.125,3613.229,3324.417,658.214,299.490,218.525,309.698,32.445,13.754,4.140,0.251,1.021,2445.088,0.000
240,73.466,3723.936,3469.897,657.642,300.266,219.769,320.372,32.547,13.833,4.262,0.251,0.919,2577.673,0.000
241,73.806,3853.081,3611.579,657.070,301.113,221.024,331.438,32.650,13.919,4.392,0.252,0.822,2705.964,0.000
242,74.147,4084.640,3747.778,656.498,302.037,222.283,342.869,32.754,14.011,4.528,0.253,0.731,2828.307,0.000
243,74.488,4096.862,3876.833,655.926,303.045,223.540,354.638,32.858,14.112,4.673,0.254,0.647,2943.062,0.000
244,74.828,4274.308,3997.102,655.355,304.141,224.788,366.709,32.963,14.220,4.827,0.255,0.569,3048.624,0.000
245,75.169,4356.197,4106.936,654.783,305.313,226.009,379.021,33.068,14.337,4.991,0.256,0.498,3143.438,0.000
246,75.510,4532.568,4204.797,654.211,306.546,227.186,391.506,33.169,14.462,5.165,0.257,0.434,3226.067,0.000
247,75.850,4575.123,4289.416,653.639,307.839,228.310,404.137,33.269,14.594,5.351,0.258,0.377,3295.276,0.000
248,76.191,4643.497,4359.742,653.067,309.195,229.376,416.898,33.365,14.736,5.550,0.259,0.326,3350.031,0.000
249,76.532,4592.313,4414.973,652.495,310.619,230.382,429.784,33.460,14.887,5.763,0.260,0.281,3389.531,0.000
250,76.872,4565.608,4454.381,651.923,312.109,231.320,442.637,33.553,15.048,5.992,0.261,0.242,3413.214,0.000
251,77.213,4574.349,4477.279,651.352,313.646,232.179,455.116,33.642,15.218,6.237,0.262,0.209,3420.764,0.000
252,77.554,4674.832,4483.386,650.780,315.222,232.953,466.980,33.727,15.397,6.500,0.264,0.180,3412.158,0.000
253,77.895,4469.348,4472.862,650.208,316.836,233.641,478.110,33.809,15.587,6.782,0.265,0.155,3387.671,0.000
254,78.235,4346.018,4446.165,649.636,318.492,234.249,488.396,33.887,15.787,7.085,0.266,0.135,3347.861,0.000
255,78.576,4253.240,4404.033,649.064,320.194,234.781,497.737,33.964,16.000,7.412,0.267,0.118,3293.555,0.000
256,78.917,4214.132,4347.404,648.492,321.931,235.238,506.032,34.038,16.223,7.764,0.269,0.103,3225.800,0.000
257,79.258,4061.651,4277.440,647.920,323.691,235.618,513.192,34.110,16.459,8.143,0.270,0.092,3145.860,0.000
258,79.599,3900.798,4195.553,647.348,325.473,235.930,519.149,34.178,16.707,8.551,0.271,0.083,3055.206,0.000
259,79.940,3726.579,4103.350,646.777,327.280,236.183,523.854,34.243,16.968,8.992,0.272,0.075,2955.476,0.000
260,80.281,3631.134,4002.587,646.205,329.118,236.390,527.279,34.308,17.243,9.469,0.274,0.070,2848.431,0.000
261,80.622,3383.497,3895.114,645.633,330.995,236.564,529.410,34.372,17.534,9.984,0.275,0.065,2735.910,0.000
262,80.962,3185.203,3782.774,645.061,332.897,236.708,530.243,34.435,17.837,10.536,0.276,0.061,2619.773,0.000
263,81.303,3096.685,3667.469,644.489,334.825,236.830,529.800,34.497,18.151,11.127,0.277,0.058,2501.899,0.000
264,81.644,2820.208,3551.117,643.917,336.783,236.942,528.125,34.558,18.475,11.758,0.278,0.056,2384.135,0.000
265,81.985,2814.021,3435.600,643.345,338.783,237.058,525.286,34.620,18.811,12.433,0.279,0.054,2268.270,0.000
266,82.326,2758.096,3322.737,642.774,340.838,237.196,521.370,34.683,19.158,13.154,0.280,0.052,2156.000,0.000
267,82.667,2539.281,3214.117,642.202,342.957,237.362,516.478,34.749,19.514,13.914,0.281,0.051,2048.806,0.000
268,83.008,2489.467,3110.949,641.630,345.132,237.551,510.715,34.815,19.874,14.687,0.282,0.050,1947.838,0.000
269,83.349,2387.203,3014.510,641.058,347.371,237.768,504.211,34.883,20.233,15.459,0.283,0.049,1854.248,0.000
270,83.691,2485.837,2926.009,640.486,349.693,238.023,497.112,34.953,20.591,16.222,0.284,0.048,1769.076,0.000
271,84.032,2216.063,2846.496,639.914,352.115,238.326,489.576,35.027,20.945,16.970,0.285,0.048,1693.199,0.000
272,84.373,2390.801,2776.879,639.342,354.657,238.685,481.767,35.105,21.295,17.692,0.286,0.047,1627.338,0.000
273,84.714,2323.802,2716.608,638.770,357.327,239.101,473.831,35.188,21.638,18.380,0.287,0.047,1570.804,0.000
274,85.055,2264.507,2664.548,638.199,360.126,239.569,465.909,35.275,21.972,19.026,0.288,0.046,1522.332,0.000
275,85.396,2320.914,2620.400,637.627,363.073,240.094,458.163,35.365,22.294,19.620,0.289,0.046,1481.449,0.000
276,85.737,2343.206,2583.828,637.055,366.192,240.683,450.757,35.462,22.606,20.157,0.290,0.046,1447.630,0.000
277,86.078,2413.062,2554.324,636.483,369.507,241.339,443.850,35.565,22.905,20.626,0.291,0.045,1420.190,0.000
278,86.420,2351.287,2531.253,635.911,373.041,242.068,437.582,35.675,23.192,21.024,0.292,0.045,1398.329,0.000
279,86.761,2468.099,2513.632,635.339,376.773,242.851,431.894,35.790,23.463,21.342,0.293,0.045,1381.175,0.000
280,87.102,2419.135,2500.520,634.767,380.702,243.681,426.789,35.910,23.719,21.576,0.293,0.045,1367.799,0.000
281,87.443,2473.284,2491.048,634.196,384.844,244.558,422.321,36.034,23.959,21.723,0.294,0.045,1357.263,0.000
282,87.785,2544.358,2484.401,633.624,389.220,245.484,418.536,36.164,24.184,21.781,0.295,0.045,1348.687,0.000
283,88.126,2530.062,2479.758,633.052,393.850,246.461,415.460,36.301,24.396,21.747,0.297,0.044,1341.197,0.000
284,88.467,2617.987,2476.124,632.480,398.728,247.484,413.077,36.443,24.594,21.624,0.298,0.044,1333.827,0.000
285,88.808,2604.918,2472.411,631.908,403.775,248.531,411.276,36.587,24.777,21.412,0.299,0.044,1325.704,0.000
286,89.150,2595.174,2467.770,631.336,408.974,249.594,410.002,36.732,24.944,21.114,0.300,0.044,1316.060,0.000
287,89.491,2453.508,2461.496,630.764,414.320,250.671,409.202,36.878,25.098,20.734,0.301,0.044,1304.240,0.000
288,89.832,2555.396,2453.058,630.192,419.813,251.764,408.821,37.026,25.240,20.278,0.302,0.045,1289.762,0.000
289,90.174,2558.358,2442.095,629.621,425.446,252.872,408.798,37.174,25.373,19.753,0.304,0.045,1272.324,0.000
290,90.515,2636.647,2428.082,629.049,431.178,253.980,409.026,37.319,25.496,19.165,0.305,0.045,1251.560,0.000
291,90.857,2570.321,2410.501,628.477,436.939,255.062,409.369,37.459,25.609,18.522,0.307,0.045,1227.183,0.000
292,91.198,2471.021,2389.103,627.905,442.708,256.111,409.735,37.590,25.713,17.831,0.308,0.046,1199.055,0.000
293,91.539,2555.469,2363.786,627.333,448.467,257.123,410.036,37.712,25.810,17.102,0.310,0.046,1167.174,0.000
294,91.881,2442.099,2334.580,626.761,454.204,258.095,410.195,37.824,25.902,16.344,0.311,0.046,1131.652,0.000
295,92.222,2357.169,2301.583,626.189,459.882,259.022,410.130,37.924,25.989,15.566,0.313,0.047,1092.703,0.000
296,92.564,2363.360,2264.877,625.618,465.397,259.885,409.746,38.013,26.068,14.775,0.315,0.047,1050.625,0.000
297,92.905,2318.247,2224.634,625.046,470.656,260.668,408.955,38.089,26.138,13.979,0.317,0.048,1005.778,0.000
298,93.247,2404.136,2181.172,624.474,475.615,261.365,407.703,38.152,26.196,13.187,0.319,0.049,958.579,0.000
299,93.588,2296.506,2134.872,623.902,480.242,261.973,405.948,38.201,26.244,12.406,0.321,0.050,909.481,0.000
300,93.930,2185.129,2086.156,623.330,484.503,262.490,403.661,38.238,26.282,11.641,0.323,0.050,858.960,0.000
301,94.272,2045.389,2035.463,622.758,488.362,262.911,400.831,38.262,26.308,10.899,0.326,0.051,807.507,0.000
302,94.613,1925.763,1983.232,622.186,491.781,263.226,397.455,38.272,26.321,10.184,0.328,0.053,755.606,0.000
303,94.955,1998.762,1929.901,621.614,494.731,263.433,393.530,38.267,26.319,9.500,0.330,0.054,703.730,0.000
304,95.296,1974.463,1875.914,621.043,497.197,263.530,389.062,38.250,26.303,8.851,0.333,0.055,652.327,0.000
305,95.638,1804.432,1821.708,620.471,499.171,263.521,384.074,38.220,26.272,8.237,0.336,0.056,601.814,0.000
306,95.980,1794.392,1768.349,620.548,500.918,263.600,378.742,38.209,26.237,7.664,0.339,0.057,552.577,0.000
307,96.321,1689.979,1715.546,620.625,502.156,263.575,372.962,38.187,26.186,7.129,0.342,0.059,504.945,0.000
308,96.663,1613.318,1663.633,620.702,502.881,263.445,366.780,38.155,26.117,6.633,0.345,0.060,459.210,0.000
309,97.005,1564.056,1612.923,620.779,503.104,263.216,360.253,38.114,26.030,6.176,0.348,0.061,415.614,0.000
310,97.346,1555.575,1563.698,620.856,502.844,262.894,353.443,38.066,25.925,5.757,0.352,0.063,374.347,0.000
311,97.688,1507.237,1516.202,620.933,502.130,262.489,346.416,38.013,25.803,5.374,0.355,0.064,335.551,0.000
312,98.030,1425.015,1470.632,621.010,500.987,262.009,339.236,37.956,25.664,5.027,0.358,0.066,299.323,0.000
313,98.372,1425.905,1427.100,621.087,499.416,261.456,331.962,37.896,25.507,4.712,0.362,0.067,265.715,0.000
314,98.713,1338.642,1385.711,621.164,497.441,260.838,324.657,37.834,25.334,4.429,0.365,0.069,234.738,0.000
315,99.055,1222.792,1346.552,621.241,495.099,260.167,317.382,37.771,25.146,4.175,0.369,0.070,206.367,0.000
316,99.397,1272.341,1309.680,621.318,492.431,259.453,310.199,37.709,24.943,3.948,0.372,0.071,180.546,0.000
317,99.739,1221.089,1275.129,621.395,489.485,258.711,303.166,37.651,24.728,3.746,0.376,0.073,157.189,0.000
318,100.081,1205.828,1242.892,621.472,486.303,257.948,296.331,37.596,24.501,3.566,0.379,0.074,136.188,0.000
319,100.422,1101.685,1212.930,621.549,482.921,257.171,289.738,37.546,24.265,3.406,0.382,0.076,117.419,0.000
320,100.764,1125.123,1185.212,621.627,479.389,256.391,283.430,37.501,24.020,3.264,0.386,0.077,100.748,0.000
321,101.106,1168.086,1159.710,621.704,475.758,255.621,277.446,37.463,23.769,3.141,0.389,0.078,86.039,0.000
322,101.448,1114.829,1136.368,621.781,472.079,254.873,271.820,37.433,23.515,3.034,0.392,0.080,73.136,0.000
323,101.790,1099.863,1115.121,621.858,468.405,254.159,266.585,37.412,23.258,2.940,0.396,0.081,61.879,0.000
324,102.132,1127.270,1095.835,621.935,464.758,253.481,261.739,37.399,23.003,2.857,0.399,0.083,52.109,0.000
325,102.474,1077.346,1078.386,622.012,461.164,252.840,257.283,37.395,22.749,2.785,0.402,0.084,43.677,0.000
326,102.816,1095.386,1062.691,622.089,457.663,252.245,253.227,37.399,22.500,2.721,0.405,0.085,36.439,0.000
327,103.158,1133.641,1048.749,622.166,454.294,251.704,249.577,37.413,22.258,2.666,0.408,0.086,30.337,0.000
328,103.500,1125.782,1036.491,622.243,451.095,251.225,246.337,37.436,22.025,2.617,0.411,0.088,25.252,0.000
329,103.842,1040.899,1025.776,622.320,448.090,250.814,243.499,37.469,21.803,2.574,0.414,0.089,21.019,0.000
330,104.184,1009.010,1016.361,622.397,445.245,250.457,241.014,37.508,21.591,2.536,0.417,0.090,17.496,0.000
331,104.526,987.486,1008.083,622.474,442.553,250.151,238.853,37.554,21.390,2.503,0.420,0.092,14.563,0.000
332,104.868,990.191,1000.834,622.551,440.021,249.896,236.994,37.604,21.200,2.475,0.422,0.093,12.122,0.000
333,105.210,1009.303,994.516,622.628,437.656,249.693,235.420,37.659,21.023,2.450,0.425,0.094,10.090,0.000
334,105.552,994.857,989.053,622.705,435.461,249.544,234.114,37.718,20.860,2.429,0.427,0.095,8.399,0.000
335,105.894,1044.006,984.335,622.782,433.425,249.442,233.043,37.780,20.710,2.411,0.429,0.096,6.991,0.000
336,106.236,1005.191,980.221,622.859,431.515,249.377,232.165,37.844,20.571,2.396,0.431,0.097,5.819,0.000
337,106.578,1057.707,976.620,622.936,429.716,249.341,231.447,37.907,20.442,2.383,0.433,0.099,4.844,0.000
338,106.920,973.484,973.451,623.013,428.016,249.333,230.862,37.971,20.324,2.372,0.435,0.100,4.032,0.000
339,107.262,948.523,970.645,623.091,426.402,249.348,230.384,38.033,20.215,2.362,0.437,0.101,3.356,0.000
340,107.605,968.043,968.144,623.168,424.863,249.385,229.991,38.095,20.115,2.355,0.438,0.102,2.794,0.000
341,107.947,979.114,965.864,623.245,423.376,249.434,229.655,38.154,20.023,2.348,0.440,0.103,2.325,0.000
342,108.289,997.817,963.719,623.322,421.914,249.486,229.346,38.209,19.937,2.342,0.441,0.104,1.936,0.000
343,108.631,945.039,961.652,623.399,420.459,249.535,229.042,38.259,19.856,2.337,0.442,0.105,1.611,0.000
344,108.973,1026.820,959.613,623.476,418.998,249.580,228.724,38.305,19.778,2.332,0.443,0.105,1.341,0.000
345,109.316,910.931,957.563,623.553,417.517,249.617,228.378,38.346,19.704,2.327,0.444,0.106,1.116,0.000
346,109.658,977.297,955.465,623.630,416.006,249.644,227.991,38.381,19.632,2.323,0.445,0.107,0.929,0.000
347,110.000,1017.107,953.274,623.707,414.449,249.653,227.550,38.411,19.560,2.318,0.445,0.108,0.774,0.000
348,110.342,931.959,950.952,623.784,412.830,249.640,227.042,38.434,19.488,2.313,0.446,0.108,0.644,0.000
349,110.685,980.593,948.479,623.861,411.146,249.602,226.461,38.451,19.414,2.308,0.446,0.109,0.536,0.000
350,111.027,910.295,945.843,623.938,409.390,249.540,225.804,38.462,19.338,2.303,0.446,0.109,0.446,0.000
351,111.369,910.184,943.042,624.015,407.563,249.453,225.070,38.466,19.259,2.297,0.446,0.109,0.371,0.000
352,111.712,924.366,940.066,624.092,405.664,249.340,224.259,38.465,19.176,2.291,0.446,0.109,0.309,0.000
353,112.054,916.370,936.910,624.169,403.694,249.198,223.369,38.457,19.090,2.284,0.446,0.109,0.257,0.000
354,112.396,920.435,933.579,624.246,401.654,249.027,222.404,38.443,18.999,2.277,0.446,0.109,0.214,0.000
355,112.739,918.327,930.086,624.323,399.551,248.830,221.369,38.423,18.903,2.269,0.446,0.109,0.178,0.000
356,113.081,826.587,926.450,624.400,397.394,248.610,220.273,38.399,18.802,2.261,0.445,0.109,0.148,0.000
357,113.424,844.626,922.696,624.478,395.194,248.371,219.126,38.371,18.697,2.252,0.445,0.109,0.124,0.000
358,113.766,860.437,918.824,624.555,392.954,248.111,217.927,38.339,18.587,2.244,0.444,0.109,0.103,0.000
359,114.108,852.438,914.846,624.632,390.684,247.829,216.677,38.304,18.473,2.235,0.444,0.108,0.086,0.000
360,114.451,817.919,910.791,624.709,388.398,247.532,215.386,38.265,18.355,2.227,0.443,0.108,0.071,0.000
361,114.793,846.362,906.690,624.786,386.113,247.222,214.065,38.224,18.232,2.218,0.442,0.107,0.059,0.000
362,115.136,939.177,902.576,624.863,383.844,246.906,212.723,38.182,18.107,2.210,0.441,0.107,0.049,0.000
363,115.478,794.956,898.479,624.940,381.607,246.586,211.370,38.140,17.980,2.202,0.441,0.106,0.041,0.000
364,115.821,856.840,894.408,625.017,379.407,246.262,210.011,38.096,17.851,2.195,0.440,0.105,0.034,0.000
365,116.163,886.723,890.388,625.094,377.258,245.935,208.654,38.052,17.721,2.188,0.439,0.105,0.028,0.000
366,116.506,866.844,886.451,625.171,375.177,245.611,207.310,38.008,17.591,2.182,0.438,0.104,0.024,0.000
367,116.848,839.838,882.626,625.248,373.177,245.293,205.985,37.965,17.461,2.178,0.438,0.103,0.020,0.000
368,117.191,854.650,878.940,625.325,371.272,244.986,204.687,37.924,17.334,2.174,0.437,0.103,0.016,0.000
369,117.534,773.397,875.408,625.402,369.471,244.692,203.422,37.884,17.208,2.172,0.436,0.102,0.014,0.000
370,117.876,805.691,872.030,625.479,367.775,244.407,202.192,37.846,17.085,2.171,0.435,0.102,0.011,0.000
371,118.219,931.656,868.825,625.556,366.193,244.134,201.001,37.809,16.965,2.172,0.435,0.101,0.009,0.000
372,118.561,853.134,865.815,625.633,364.736,243.877,199.855,37.775,16.849,2.174,0.434,0.101,0.008,0.000
373,118.904,840.654,863.016,625.710,363.414,243.638,198.758,37.743,16.738,2.178,0.433,0.100,0.007,0.000
374,119.247,842.539,860.442,625.787,362.232,243.420,197.714,37.715,16.633,2.184,0.433,0.100,0.005,0.000
375,119.589,862.466,858.087,625.864,361.187,243.220,196.722,37.690,16.533,2.192,0.432,0.099,0.005,0.000
376,119.932,847.238,855.942,625.942,360.276,243.036,195.780,37.666,16.439,2.202,0.432,0.099,0.004,0.000
377,120.275,812.499,854.016,626.019,359.503,242.869,194.891,37.646,16.352,2.215,0.432,0.099,0.003,0.000
378,120.617,824.169,852.317,626.096,358.872,242.722,194.057,37.628,16.271,2.229,0.431,0.099,0.003,0.000
379,120.960,792.982,850.855,626.173,358.386,242.596,193.279,37.613,16.197,2.246,0.431,0.099,0.002,0.000
380,121.303,863.426,849.627,626.250,358.044,242.490,192.558,37.601,16.131,2.266,0.430,0.099,0.002,0.000
381,121.646,764.313,848.614,626.327,357.837,242.401,191.888,37.592,16.071,2.288,0.430,0.100,0.002,0.000
382,121.988,865.536,847.812,626.404,357.763,242.326,191.270,37.585,16.018,2.312,0.430,0.100,0.001,0.000
383,122.331,897.462,847.222,626.481,357.821,242.267,190.704,37.579,15.973,2.339,0.430,0.101,0.001,0.000
384,122.674,806.200,846.848,626.558,358.015,242.225,190.191,37.577,15.934,2.369,0.430,0.102,0.001,0.000
385,123.017,860.568,846.698,626.635,358.345,242.200,189.733,37.576,15.902,2.402,0.429,0.103,0.001,0.000
386,123.360,944.308,846.757,626.712,358.805,242.191,189.327,37.578,15.878,2.438,0.429,0.104,0.001,0.000
387,123.702,861.162,847.007,626.789,359.387,242.193,188.968,37.581,15.859,2.478,0.429,0.105,0.001,0.000
388,124.045,870.352,847.445,626.866,360.091,242.204,188.655,37.586,15.847,2.520,0.429,0.106,0.000,0.000
389,124.388,893.012,848.073,626.943,360.916,242.227,188.390,37.592,15.840,2.565,0.429,0.108,0.000,0.000
390,124.731,897.602,848.897,627.020,361.864,242.262,188.172,37.599,15.840,2.615,0.429,0.109,0.000,0.000
391,125.074,1016.269,849.920,627.097,362.938,242.309,188.005,37.608,15.845,2.667,0.429,0.111,0.000,0.000
392,125.417,1003.677,851.116,627.174,364.118,242.366,187.883,37.619,15.856,2.724,0.429,0.114,0.000,0.000
393,125.760,876.339,852.460,627.251,365.389,242.429,187.804,37.630,15.871,2.785,0.429,0.116,0.000,0.000
394,126.103,1038.381,853.945,627.329,366.746,242.497,187.765,37.642,15.891,2.849,0.429,0.118,0.000,0.000
395,126.446,1032.487,855.572,627.406,368.187,242.573,187.767,37.655,15.915,2.918,0.429,0.121,0.000,0.000
396,126.789,919.785,857.343,627.483,369.712,242.656,187.812,37.668,15.943,2.992,0.429,0.124,0.000,0.000
397,127.131,1012.785,859.239,627.560,371.304,242.746,187.897,37.683,15.975,3.070,0.429,0.127,0.000,0.000
398,127.474,959.819,861.211,627.637,372.926,242.840,188.018,37.698,16.011,3.152,0.430,0.131,0.000,0.000
399,127.817,987.558,863.234,627.714,374.556,242.937,188.172,37.713,16.049,3.238,0.430,0.134,0.000,0.000
400,128.160,1013.075,865.298,627.791,376.183,243.037,188.360,37.729,16.089,3.326,0.430,0.138,0.000,0.000
401,128.503,1005.601,867.395,627.868,377.799,243.141,188.581,37.745,16.132,3.419,0.430,0.142,0.000,0.000
402,128.847,992.631,869.521,627.945,379.394,243.252,188.838,37.762,16.178,3.514,0.430,0.147,0.000,0.000
403,129.190,986.075,871.646,628.022,380.952,243.365,189.124,37.780,16.225,3.612,0.430,0.151,0.000,0.000
404,129.533,1025.075,873.747,628.099,382.458,243.479,189.437,37.797,16.274,3.710,0.430,0.157,0.000,0.000
405,129.876,984.149,875.813,628.176,383.901,243.594,189.774,37.815,16.324,3.807,0.430,0.162,0.000,0.000
406,130.219,1057.518,877.834,628.253,385.272,243.711,190.136,37.833,16.374,3.903,0.430,0.168,0.000,0.000
407,130.562,971.778,879.804,628.330,386.563,243.832,190.523,37.851,16.427,3.998,0.430,0.174,0.000,0.000
408,130.905,926.892,881.718,628.407,387.767,243.958,190.936,37.870,16.480,4.090,0.431,0.180,0.000,0.000
409,131.248,1075.625,883.544,628.484,388.868,244.084,191.367,37.889,16.533,4.179,0.431,0.187,0.000,0.000
410,131.591,1042.404,885.267,628.561,389.855,244.209,191.812,37.908,16.587,4.264,0.431,0.195,0.000,0.000
411,131.934,1026.035,886.885,628.638,390.725,244.335,192.273,37.927,16.641,4.345,0.431,0.202,0.000,0.000
412,132.278,1023.998,888.394,628.715,391.472,244.462,192.749,37.946,16.695,4.422,0.431,0.211,0.000,0.000
413,132.621,998.443,889.789,628.793,392.092,244.592,193.240,37.966,16.749,4.492,0.431,0.219,0.000,0.000
414,132.964,1022.480,891.066,628.870,392.583,244.725,193.744,37.987,16.804,4.557,0.431,0.229,0.000,0.000
415,133.307,1011.402,892.200,628.947,392.934,244.856,194.254,38.007,16.858,4.615,0.431,0.239,0.000,0.000
416,133.650,1070.103,893.190,629.024,393.144,244.985,194.769,38.027,16.911,4.666,0.431,0.249,0.000,0.000
417,133.994,1027.476,894.038,629.101,393.215,245.114,195.290,38.048,16.964,4.709,0.431,0.261,0.000,0.000
418,134.337,1052.546,894.751,629.178,393.150,245.244,195.816,38.068,17.017,4.745,0.431,0.273,0.000,0.000
419,134.680,971.217,895.331,629.255,392.953,245.376,196.348,38.089,17.069,4.772,0.431,0.285,0.000,0.000
420,135.023,995.769,895.775,629.332,392.626,245.508,196.882,38.111,17.121,4.791,0.432,0.299,0.000,0.000
421,135.367,1015.400,896.072,629.409,392.166,245.637,197.413,38.132,17.172,4.801,0.432,0.313,0.000,0.000
422,135.710,1031.139,896.227,629.486,391.582,245.763,197.939,38.153,17.222,4.803,0.432,0.327,0.000,0.000
423,136.053,969.916,896.254,629.563,390.883,245.888,198.463,38.173,17.271,4.796,0.432,0.342,0.000,0.000
424,136.397,980.360,896.167,629.640,390.078,246.014,198.986,38.194,17.319,4.780,0.432,0.358,0.000,0.000
425,136.740,948.026,895.974,629.717,389.178,246.141,199.506,38.215,17.367,4.755,0.432,0.373,0.000,0.000
426,137.083,897.287,895.673,629.794,388.187,246.265,200.020,38.237,17.414,4.722,0.432,0.390,0.000,0.000
427,137.427,959.432,895.264,629.871,387.112,246.386,200.524,38.257,17.459,4.682,0.432,0.406,0.000,0.000
428,137.770,939.542,894.768,629.948,385.970,246.504,201.019,38.278,17.504,4.633,0.432,0.422,0.000,0.000
429,138.113,967.949,894.195,630.025,384.769,246.622,201.507,38.298,17.547,4.577,0.432,0.437,0.000,0.000
430,138.457,906.764,893.564,630.102,383.522,246.739,201.989,38.319,17.589,4.514,0.432,0.453,0.000,0.000
431,138.800,942.095,892.881,630.180,382.241,246.856,202.463,38.340,17.631,4.445,0.432,0.468,0.000,0.000
432,139.144,872.690,892.147,630.257,380.931,246.969,202.925,38.360,17.671,4.370,0.432,0.482,0.000,0.000
433,139.487,905.353,891.371,630.334,379.603,247.079,203.374,38.380,17.710,4.289,0.432,0.496,0.000,0.000
434,139.830,898.355,890.568,630.411,378.270,247.185,203.813,38.400,17.748,4.205,0.432,0.509,0.000,0.000
435,140.174,915.164,889.759,630.488,376.946,247.291,204.242,38.419,17.785,4.116,0.433,0.521,0.000,0.000
436,140.517,875.762,888.958,630.565,375.642,247.397,204.665,38.439,17.821,4.023,0.433,0.532,0.000,0.000
437,140.861,847.240,888.167,630.642,374.365,247.501,205.076,38.459,17.857,3.929,0.433,0.542,0.000,0.000
