ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-CsI,Xray-Pb,continuum
3389,1339.878,291.762,291.762,287.530,287.530,0.000,0.000,0.000,0.000,287.530
3390,1340.290,318.330,318.330,285.755,285.755,0.000,0.000,0.000,0.000,285.755
3391,1340.702,293.194,293.194,283.979,283.979,0.000,0.000,0.000,0.000,283.979
3392,1341.114,336.033,336.033,282.204,282.204,0.000,0.000,0.000,0.000,282.204
3393,1341.526,269.330,269.330,280.428,280.428,0.000,0.000,0.000,0.000,280.428
3394,1341.938,313.317,313.317,278.653,278.653,0.000,0.000,0.000,0.000,278.653
3395,1342.350,313.181,313.181,276.877,276.877,0.000,0.000,0.000,0.000,276.877
3396,1342.763,330.194,330.194,275.101,275.101,0.000,0.000,0.000,0.000,275.101
3397,1343.175,306.465,306.465,273.326,273.326,0.000,0.000,0.000,0.000,273.326
3398,1343.587,313.601,313.601,271.550,271.550,0.000,0.000,0.000,0.000,271.550
3399,1343.999,308.775,308.775,269.775,269.775,0.000,0.000,0.000,0.000,269.775
3400,1344.411,302.736,302.736,267.999,267.999,0.000,0.000,0.000,0.000,267.999
3401,1344.823,296.885,296.885,266.224,266.224,0.000,0.000,0.000,0.000,266.224
3402,1345.235,298.872,298.872,264.448,264.448,0.000,0.000,0.000,0.000,264.448
3403,1345.647,297.330,297.330,262.673,262.673,0.000,0.000,0.000,0.000,262.673
3404,1346.059,268.478,268.478,260.897,260.897,0.000,0.000,0.000,0.000,260.897
3405,1346.471,263.452,263.452,259.121,259.121,0.000,0.000,0.000,0.000,259.121
3406,1346.884,312.749,312.749,257.346,257.346,0.000,0.000,0.000,0.000,257.346
3407,1347.296,337.317,337.317,255.570,255.570,0.000,0.000,0.000,0.000,255.570
3408,1347.708,316.343,316.343,253.795,253.795,0.000,0.000,0.000,0.000,253.795
3409,1348.120,285.626,285.626,252.019,252.019,0.000,0.000,0.000,0.000,252.019
3410,1348.532,296.897,296.897,250.244,250.244,0.000,0.000,0.000,0.000,250.244
3411,1348.944,308.614,308.614,248.468,248.468,0.000,0.000,0.000,0.000,248.468
3412,1349.356,323.614,323.614,246.693,246.693,0.000,0.000,0.000,0.000,246.693
3413,1349.769,312.194,312.194,244.917,244.917,0.000,0.000,0.000,0.000,244.917
3414,1350.181,289.749,289.749,243.141,243.141,0.000,0.000,0.000,0.000,243.141
3415,1350.593,314.639,314.639,241.366,241.366,0.000,0.000,0.000,0.000,241.366
3416,1351.005,268.194,268.194,239.590,239.590,0.000,0.000,0.000,0.000,239.590
3417,1351.417,297.478,297.478,237.815,237.815,0.000,0.000,0.000,0.000,237.815
3418,1351.830,317.059,317.059,236.039,236.039,0.000,0.000,0.000,0.000,236.039
3419,1352.242,270.724,270.724,234.264,234.264,0.000,0.000,0.000,0.000,234.264
3420,1352.654,267.872,267.872,232.488,232.488,0.000,0.000,0.000,0.000,232.488
3421,1353.066,312.762,312.762,230.713,230.713,0.000,0.000,0.000,0.000,230.713
3422,1353.479,305.465,305.465,228.937,228.937,0.000,0.000,0.000,0.000,228.937
3423,1353.891,284.020,284.020,227.161,227.161,0.000,0.000,0.000,0.000,227.161
3424,1354.303,263.897,263.897,225.386,225.386,0.000,0.000,0.000,0.000,225.386
3425,1354.715,246.724,246.724,223.610,223.610,0.000,0.000,0.000,0.000,223.610
3426,1355.128,273.639,273.639,221.835,221.835,0.000,0.000,0.000,0.000,221.835
3427,1355.540,257.749,257.749,220.059,220.059,0.000,0.000,0.000,0.000,220.059
3428,1355.952,258.897,258.897,218.284,218.284,0.000,0.000,0.000,0.000,218.284
3429,1356.364,273.452,273.452,216.508,216.508,0.000,0.000,0.000,0.000,216.508
3430,1356.777,283.169,283.169,214.733,214.733,0.000,0.000,0.000,0.000,214.733
3431,1357.189,265.317,265.317,212.957,212.957,0.000,0.000,0.000,0.000,212.957
3432,1357.601,262.897,262.897,211.181,211.181,0.000,0.000,0.000,0.000,211.181
3433,1358.014,252.194,252.194,209.406,209.406,0.000,0.000,0.000,0.000,209.406
3434,1358.426,282.614,282.614,207.630,207.630,0.000,0.000,0.000,0.000,207.630
3435,1358.838,253.194,253.194,205.855,205.855,0.000,0.000,0.000,0.000,205.855
3436,1359.251,246.059,246.059,204.079,204.079,0.000,0.000,0.000,0.000,204.079
3437,1359.663,277.897,277.897,202.304,202.304,0.000,0.000,0.000,0.000,202.304
3438,1360.075,203.452,203.452,200.528,200.528,0.000,0.000,0.000,0.000,200.528
3439,1360.488,245.749,245.749,198.753,198.753,0.000,0.000,0.000,0.000,198.753
3440,1360.900,232.046,232.046,196.977,196.977,0.000,0.000,0.000,0.000,196.977
3441,1361.312,239.885,239.885,195.201,195.201,0.000,0.000,0.000,0.000,195.201
3442,1361.725,252.304,252.304,193.426,193.426,0.000,0.000,0.000,0.000,193.426
3443,1362.137,244.194,244.194,191.650,191.650,0.000,0.000,0.000,0.000,191.650
3444,1362.550,234.465,234.465,189.875,189.875,0.000,0.000,0.000,0.000,189.875
3445,1362.962,194.169,194.169,188.099,188.099,0.000,0.000,0.000,0.000,188.099
3446,1363.374,218.033,218.033,186.324,186.324,0.000,0.000,0.000,0.000,186.324
3447,1363.787,206.601,206.601,184.548,184.548,0.000,0.000,0.000,0.000,184.548
3448,1364.199,242.465,242.465,182.773,182.773,0.000,0.000,0.000,0.000,182.773
3449,1364.612,205.736,205.736,180.997,180.997,0.000,0.000,0.000,0.000,180.997
3450,1365.024,206.626,206.626,179.222,179.222,0.000,0.000,0.000,0.000,179.222
3451,1365.436,208.897,208.897,177.446,177.446,0.000,0.000,0.000,0.000,177.446
3452,1365.849,241.343,241.343,175.670,175.670,0.000,0.000,0.000,0.000,175.670
3453,1366.261,201.588,201.588,173.895,173.895,0.000,0.000,0.000,0.000,173.895
3454,1366.674,221.897,221.897,172.119,172.119,0.000,0.000,0.000,0.000,172.119
3455,1367.086,209.478,209.478,170.344,170.344,0.000,0.000,0.000,0.000,170.344
3456,1367.499,216.762,216.762,168.568,168.568,0.000,0.000,0.000,0.000,168.568
3457,1367.911,182.169,182.169,166.793,166.793,0.000,0.000,0.000,0.000,166.793
3458,1368.324,188.317,188.317,165.017,165.017,0.000,0.000,0.000,0.000,165.017
3459,1368.736,197.614,197.614,163.242,163.242,0.000,0.000,0.000,0.000,163.242
3460,1369.149,233.639,233.639,161.466,161.466,0.000,0.000,0.000,0.000,161.466
3461,1369.561,162.885,162.885,159.690,159.690,0.000,0.000,0.000,0.000,159.690
3462,1369.974,175.033,175.033,157.915,157.915,0.000,0.000,0.000,0.000,157.915
3463,1370.386,193.046,193.046,156.139,156.139,0.000,0.000,0.000,0.000,156.139
3464,1370.799,164.330,164.330,154.364,154.364,0.000,0.000,0.000,0.000,154.364
3465,1371.211,171.465,171.465,152.588,152.588,0.000,0.000,0.000,0.000,152.588
3466,1371.624,183.775,183.775,150.813,150.813,0.000,0.000,0.000,0.000,150.813
3467,1372.036,189.330,189.330,149.037,149.037,0.000,0.000,0.000,0.000,149.037
3468,1372.449,140.749,140.749,147.262,147.262,0.000,0.000,0.000,0.000,147.262
3469,1372.861,181.736,181.736,145.486,145.486,0.000,0.000,0.000,0.000,145.486
3470,1373.274,166.736,166.736,143.710,143.710,0.000,0.000,0.000,0.000,143.710
3471,1373.687,137.317,137.317,141.935,141.935,0.000,0.000,0.000,0.000,141.935
3472,1374.099,145.143,145.143,140.159,140.159,0.000,0.000,0.000,0.000,140.159
3473,1374.512,177.033,177.033,138.384,138.384,0.000,0.000,0.000,0.000,138.384
3474,1374.924,166.330,166.330,136.608,136.608,0.000,0.000,0.000,0.000,136.608
3475,1375.337,152.749,152.749,134.833,134.833,0.000,0.000,0.000,0.000,134.833
3476,1375.750,157.923,157.923,133.057,133.057,0.000,0.000,0.000,0.000,133.057
3477,1376.162,158.194,158.194,131.282,131.282,0.000,0.000,0.000,0.000,131.282
3478,1376.575,179.343,179.343,129.506,129.506,0.000,0.000,0.000,0.000,129.506
3479,1376.987,147.194,147.194,127.730,127.730,0.000,0.000,0.000,0.000,127.730
3480,1377.400,139.169,139.169,125.955,125.955,0.000,0.000,0.000,0.000,125.955
3481,1377.813,123.601,123.601,124.179,124.179,0.000,0.000,0.000,0.000,124.179
3482,1378.225,141.046,141.046,122.404,122.404,0.000,0.000,0.000,0.000,122.404
3483,1378.638,117.736,117.736,120.628,120.628,0.000,0.000,0.000,0.000,120.628
3484,1379.051,135.452,135.452,118.853,118.853,0.000,0.000,0.000,0.000,118.853
3485,1379.463,118.749,118.749,117.077,117.077,0.000,0.000,0.000,0.000,117.077
3486,1379.876,139.910,139.910,115.302,115.302,0.000,0.000,0.000,0.000,115.302
3487,1380.289,137.046,137.046,113.526,113.526,0.000,0.000,0.000,0.000,113.526
3488,1380.701,99.749,99.749,111.750,111.750,0.000,0.000,0.000,0.000,111.750
3489,1381.114,133.330,133.330,109.975,109.975,0.000,0.000,0.000,0.000,109.975
3490,1381.527,127.033,127.033,108.199,108.199,0.000,0.000,0.000,0.000,108.199
3491,1381.939,127.033,127.033,106.424,106.424,0.000,0.000,0.000,0.000,106.424
3492,1382.352,101.046,101.046,104.648,104.648,0.000,0.000,0.000,0.000,104.648
3493,1382.765,95.304,95.304,102.873,102.873,0.000,0.000,0.000,0.000,102.873
3494,1383.178,104.317,104.317,101.097,101.097,0.000,0.000,0.000,0.000,101.097
3495,1383.590,138.330,138.330,99.322,99.322,0.000,0.000,0.000,0.000,99.322
3496,1384.003,98.614,98.614,97.546,97.546,0.000,0.000,0.000,0.000,97.546
3497,1384.416,120.897,120.897,95.770,95.770,0.000,0.000,0.000,0.000,95.770
3498,1384.829,109.304,109.304,93.995,93.995,0.000,0.000,0.000,0.000,93.995
3499,1385.241,111.181,111.181,92.219,92.219,0.000,0.000,0.000,0.000,92.219
3500,1385.654,100.007,100.007,90.444,90.444,0.000,0.000,0.000,0.000,90.444
3501,1386.067,77.614,77.614,88.668,88.668,0.000,0.000,0.000,0.000,88.668
3502,1386.480,101.885,101.885,86.893,86.893,0.000,0.000,0.000,0.000,86.893
3503,1386.892,72.169,72.169,85.117,85.117,0.000,0.000,0.000,0.000,85.117
3504,1387.305,106.588,106.588,83.342,83.342,0.000,0.000,0.000,0.000,83.342
3505,1387.718,71.588,71.588,81.566,81.566,0.000,0.000,0.000,0.000,81.566
3506,1388.131,72.181,72.181,79.790,79.790,0.000,0.000,0.000,0.000,79.790
3507,1388.544,91.885,91.885,78.015,78.015,0.000,0.000,0.000,0.000,78.015
3508,1388.957,68.736,68.736,76.239,76.239,0.000,0.000,0.000,0.000,76.239
3509,1389.369,74.478,74.478,74.464,74.464,0.000,0.000,0.000,0.000,74.464
3510,1389.782,75.575,75.575,72.688,72.688,0.000,0.000,0.000,0.000,72.688
3511,1390.195,68.020,68.020,70.913,70.913,0.000,0.000,0.000,0.000,70.913
3512,1390.608,69.749,69.749,69.137,69.137,0.000,0.000,0.000,0.000,69.137
3513,1391.021,89.194,89.194,67.362,67.362,0.000,0.000,0.000,0.000,67.362
3514,1391.434,66.749,66.749,66.917,66.917,0.000,0.000,0.000,0.000,66.917
3515,1391.846,66.614,66.614,66.472,66.472,0.000,0.000,0.000,0.000,66.472
3516,1392.259,40.143,40.143,66.027,66.027,0.000,0.000,0.000,0.000,66.027
3517,1392.672,60.181,60.181,65.582,65.582,0.000,0.000,0.000,0.000,65.582
3518,1393.085,65.885,65.885,65.137,65.137,0.000,0.000,0.000,0.000,65.137
3519,1393.498,72.736,72.736,64.692,64.692,0.000,0.000,0.000,0.000,64.692
3520,1393.911,67.181,67.181,64.247,64.247,0.000,0.000,0.000,0.000,64.247
3521,1394.324,49.872,49.872,63.802,63.802,0.000,0.000,0.000,0.000,63.802
3522,1394.737,67.046,67.046,63.357,63.357,0.000,0.000,0.000,0.000,63.357
3523,1395.150,48.156,48.156,62.912,62.912,0.000,0.000,0.000,0.000,62.912
3524,1395.563,48.020,48.020,62.467,62.467,0.000,0.000,0.000,0.000,62.467
3525,1395.975,33.291,33.291,62.022,62.022,0.000,0.000,0.000,0.000,62.022
3526,1396.388,46.452,46.452,61.577,61.577,0.000,0.000,0.000,0.000,61.577
3527,1396.801,48.601,48.601,61.132,61.132,0.000,0.000,0.000,0.000,61.132
3528,1397.214,69.626,69.626,60.687,60.687,0.000,0.000,0.000,0.000,60.687
3529,1397.627,47.736,47.736,60.242,60.242,0.000,0.000,0.000,0.000,60.242
3530,1398.040,49.317,49.317,59.797,59.797,0.000,0.000,0.000,0.000,59.797
3531,1398.453,24.588,24.588,59.352,59.352,0.000,0.000,0.000,0.000,59.352
3532,1398.866,58.762,58.762,58.907,58.907,0.000,0.000,0.000,0.000,58.907
3533,1399.279,30.156,30.156,58.462,58.462,0.000,0.000,0.000,0.000,58.462
3534,1399.692,46.749,46.749,58.017,58.017,0.000,0.000,0.000,0.000,58.017
3535,1400.105,51.601,51.601,57.572,57.572,0.000,0.000,0.000,0.000,57.572
3536,1400.518,48.885,48.885,57.127,57.127,0.000,0.000,0.000,0.000,57.127
3537,1400.931,50.330,50.330,56.682,56.682,0.000,0.000,0.000,0.000,56.682
3538,1401.344,43.317,43.317,56.237,56.237,0.000,0.000,0.000,0.000,56.237
3539,1401.757,32.601,32.601,55.792,55.792,0.000,0.000,0.000,0.000,55.792
3540,1402.170,47.711,47.711,55.347,55.347,0.000,0.000,0.000,0.000,55.347
3541,1402.583,47.614,47.614,54.902,54.902,0.000,0.000,0.000,0.000,54.902
3542,1402.996,32.859,32.859,54.457,54.457,0.000,0.000,0.000,0.000,54.457
3543,1403.409,48.885,48.885,54.012,54.012,0.000,0.000,0.000,0.000,54.012
3544,1403.822,31.020,31.020,53.567,53.567,0.000,0.000,0.000,0.000,53.567
3545,1404.236,40.033,40.033,53.122,53.122,0.000,0.000,0.000,0.000,53.122
3546,1404.649,47.304,47.304,52.677,52.677,0.000,0.000,0.000,0.000,52.677
3547,1405.062,40.724,40.724,52.232,52.232,0.000,0.000,0.000,0.000,52.232
3548,1405.475,33.033,33.033,51.787,51.787,0.000,0.000,0.000,0.000,51.787
3549,1405.888,29.181,29.181,51.342,51.342,0.000,0.000,0.000,0.000,51.342
3550,1406.301,31.588,31.588,50.897,50.897,0.000,0.000,0.000,0.000,50.897
3551,1406.714,40.020,40.020,50.452,50.452,0.000,0.000,0.000,0.000,50.452
3552,1407.127,50.614,50.614,50.007,50.007,0.000,0.000,0.000,0.000,50.007
3553,1407.540,34.736,34.736,49.562,49.562,0.000,0.000,0.000,0.000,49.562
3554,1407.953,28.724,28.724,49.117,49.117,0.000,0.000,0.000,0.000,49.117
3555,1408.367,25.724,25.724,48.673,48.673,0.000,0.000,0.000,0.000,48.673
3556,1408.780,29.156,29.156,48.228,48.228,0.000,0.000,0.000,0.000,48.228
3557,1409.193,40.465,40.465,47.783,47.783,0.000,0.000,0.000,0.000,47.783
3558,1409.606,23.575,23.575,47.338,47.338,0.000,0.000,0.000,0.000,47.338
3559,1410.019,39.007,39.007,46.893,46.893,0.000,0.000,0.000,0.000,46.893
3560,1410.432,26.897,26.897,46.448,46.448,0.000,0.000,0.000,0.000,46.448
3561,1410.845,32.181,32.181,46.003,46.003,0.000,0.000,0.000,0.000,46.003
3562,1411.259,18.736,18.736,45.558,45.558,0.000,0.000,0.000,0.000,45.558
3563,1411.672,23.452,23.452,45.113,45.113,0.000,0.000,0.000,0.000,45.113
3564,1412.085,47.330,47.330,44.668,44.668,0.000,0.000,0.000,0.000,44.668
3565,1412.498,24.872,24.872,44.223,44.223,0.000,0.000,0.000,0.000,44.223
3566,1412.911,22.033,22.033,43.778,43.778,0.000,0.000,0.000,0.000,43.778
3567,1413.325,9.278,9.278,43.333,43.333,0.000,0.000,0.000,0.000,43.333
3568,1413.738,24.304,24.304,42.888,42.888,0.000,0.000,0.000,0.000,42.888
3569,1414.151,16.562,16.562,42.443,42.443,0.000,0.000,0.000,0.000,42.443
3570,1414.564,22.291,22.291,41.998,41.998,0.000,0.000,0.000,0.000,41.998
3571,1414.978,29.452,29.452,41.553,41.553,0.000,0.000,0.000,0.000,41.553
3572,1415.391,40.033,40.033,41.108,41.108,0.000,0.000,0.000,0.000,41.108
3573,1415.804,46.885,46.885,40.663,40.663,0.000,0.000,0.000,0.000,40.663
3574,1416.217,41.317,41.317,40.218,40.218,0.000,0.000,0.000,0.000,40.218
3575,1416.631,20.020,20.020,39.773,39.773,0.000,0.000,0.000,0.000,39.773
3576,1417.044,38.452,38.452,39.328,39.328,0.000,0.000,0.000,0.000,39.328
3577,1417.457,23.304,23.304,38.883,38.883,0.000,0.000,0.000,0.000,38.883
3578,1417.870,35.291,35.291,38.438,38.438,0.000,0.000,0.000,0.000,38.438
3579,1418.284,31.859,31.859,37.993,37.993,0.000,0.000,0.000,0.000,37.993
3580,1418.697,27.859,27.859,37.548,37.548,0.000,0.000,0.000,0.000,37.548
3581,1419.110,42.601,42.601,37.103,37.103,0.000,0.000,0.000,0.000,37.103
3582,1419.524,15.711,15.711,36.658,36.658,0.000,0.000,0.000,0.000,36.658
3583,1419.937,48.007,48.007,36.213,36.213,0.000,0.000,0.000,0.000,36.213
3584,1420.350,34.007,34.007,35.768,35.768,0.000,0.000,0.000,0.000,35.768
3585,1420.764,4.427,4.427,35.323,35.323,0.000,0.000,0.000,0.000,35.323
3586,1421.177,17.859,17.859,34.878,34.878,0.000,0.000,0.000,0.000,34.878
3587,1421.590,22.995,22.995,34.433,34.433,0.000,0.000,0.000,0.000,34.433
3588,1422.004,19.156,19.156,33.988,33.988,0.000,0.000,0.000,0.000,33.988
3589,1422.417,30.130,30.130,33.543,33.543,0.000,0.000,0.000,0.000,33.543
3590,1422.830,18.291,18.291,33.098,33.098,0.000,0.000,0.000,0.000,33.098
3591,1423.244,38.724,38.724,32.653,32.653,0.000,0.000,0.000,0.000,32.653
3592,1423.657,27.291,27.291,32.208,32.208,0.000,0.000,0.000,0.000,32.208
3593,1424.070,26.846,26.846,31.763,31.763,0.000,0.000,0.000,0.000,31.763
3594,1424.484,20.575,20.575,31.318,31.318,0.000,0.000,0.000,0.000,31.318
3595,1424.897,29.427,29.427,30.873,30.873,0.000,0.000,0.000,0.000,30.873
3596,1425.311,21.969,21.969,30.428,30.428,0.000,0.000,0.000,0.000,30.428
3597,1425.724,22.698,22.698,29.983,29.983,0.000,0.000,0.000,0.000,29.983
3598,1426.137,30.143,30.143,29.538,29.538,0.000,0.000,0.000,0.000,29.538
3599,1426.551,21.117,21.117,29.093,29.093,0.000,0.000,0.000,0.000,29.093
3600,1426.964,22.711,22.711,28.648,28.648,0.000,0.000,0.000,0.000,28.648
3601,1427.378,16.414,16.414,28.203,28.203,0.000,0.000,0.000,0.000,28.203
3602,1427.791,39.007,39.007,27.759,27.759,0.000,0.000,0.000,0.000,27.759
3603,1428.205,37.117,37.117,27.314,27.314,0.000,0.000,0.000,0.000,27.314
3604,1428.618,35.414,35.414,26.869,26.869,0.000,0.000,0.000,0.000,26.869
3605,1429.031,14.092,14.092,26.424,26.424,0.000,0.000,0.000,0.000,26.424
3606,1429.445,14.537,14.537,25.979,25.979,0.000,0.000,0.000,0.000,25.979
3607,1429.858,21.524,21.524,25.534,25.534,0.000,0.000,0.000,0.000,25.534
3608,1430.272,26.859,26.859,25.089,25.089,0.000,0.000,0.000,0.000,25.089
3609,1430.685,12.698,12.698,24.644,24.644,0.000,0.000,0.000,0.000,24.644
3610,1431.099,8.253,8.253,24.199,24.199,0.000,0.000,0.000,0.000,24.199
3611,1431.512,25.278,25.278,23.754,23.754,0.000,0.000,0.000,0.000,23.754
3612,1431.926,16.130,16.130,23.309,23.309,0.000,0.000,0.000,0.000,23.309
3613,1432.339,25.105,25.105,22.864,22.864,0.000,0.000,0.000,0.000,22.864
3614,1432.753,3.672,3.672,22.419,22.419,0.000,0.000,0.000,0.000,22.419
3615,1433.166,9.833,9.833,21.974,21.974,0.000,0.000,0.000,0.000,21.974
3616,1433.580,25.550,25.550,21.529,21.529,0.000,0.000,0.000,0.000,21.529
3617,1433.993,33.550,33.550,21.084,21.084,0.000,0.000,0.000,0.000,21.084
3618,1434.407,23.969,23.969,20.639,20.639,0.000,0.000,0.000,0.000,20.639
3619,1434.820,17.995,17.995,20.194,20.194,0.000,0.000,0.000,0.000,20.194
3620,1435.234,14.240,14.240,19.749,19.749,0.000,0.000,0.000,0.000,19.749
3621,1435.648,19.524,19.524,19.304,19.304,0.000,0.000,0.000,0.000,19.304
3622,1436.061,23.388,23.388,18.859,18.859,0.000,0.000,0.000,0.000,18.859
3623,1436.475,11.414,11.414,18.414,18.414,0.000,0.000,0.000,0.000,18.414
3624,1436.888,22.833,22.833,17.969,17.969,0.000,0.000,0.000,0.000,17.969
3625,1437.302,43.240,43.240,17.524,17.524,0.000,0.000,0.000,0.000,17.524
3626,1437.715,21.821,21.821,17.079,17.079,0.000,0.000,0.000,0.000,17.079
3627,1438.129,32.117,32.117,16.634,16.634,0.000,0.000,0.000,0.000,16.634
3628,1438.543,23.685,23.685,16.189,16.189,0.000,0.000,0.000,0.000,16.189
3629,1438.956,13.672,13.672,15.744,15.744,0.000,0.000,0.000,0.000,15.744
3630,1439.370,41.092,41.092,15.299,15.299,0.000,0.000,0.000,0.000,15.299
3631,1439.784,11.634,11.634,14.854,14.854,0.000,0.000,0.000,0.000,14.854
3632,1440.197,7.672,7.672,14.409,14.409,0.000,0.000,0.000,0.000,14.409
3633,1440.611,28.363,28.363,13.964,13.964,0.000,0.000,0.000,0.000,13.964
3634,1441.024,38.414,38.414,13.519,13.519,0.000,0.000,0.000,0.000,13.519
3635,1441.438,28.524,28.524,13.074,13.074,0.000,0.000,0.000,0.000,13.074
3636,1441.852,18.808,18.808,12.629,12.629,0.000,0.000,0.000,0.000,12.629
3637,1442.265,11.524,11.524,12.184,12.184,0.000,0.000,0.000,0.000,12.184
3638,1442.679,5.227,5.227,11.739,11.739,0.000,0.000,0.000,0.000,11.739
3639,1443.093,36.956,36.956,11.294,11.294,0.000,0.000,0.000,0.000,11.294
3640,1443.506,53.659,53.659,10.849,10.849,0.000,0.000,0.000,0.000,10.849
3641,1443.920,30.240,30.240,10.404,10.404,0.000,0.000,0.000,0.000,10.404
3642,1444.334,26.485,26.485,9.959,9.959,0.000,0.000,0.000,0.000,9.959
3643,1444.748,24.808,24.808,9.514,9.514,0.000,0.000,0.000,0.000,9.514
3644,1445.161,28.105,28.105,9.069,9.069,0.000,0.000,0.000,0.000,9.069
3645,1445.575,18.066,18.066,8.624,8.624,0.000,0.000,0.000,0.000,8.624
3646,1445.989,0.000,-2.353,8.179,8.179,0.000,0.000,0.000,0.000,8.179
3647,1446.402,21.189,21.189,7.734,7.734,0.000,0.000,0.000,0.000,7.734
3648,1446.816,14.795,14.795,7.289,7.289,0.000,0.000,0.000,0.000,7.289
3649,1447.230,36.105,36.105,6.845,6.845,0.000,0.000,0.000,0.000,6.845
3650,1447.644,13.621,13.621,6.400,6.400,0.000,0.000,0.000,0.000,6.400
3651,1448.057,12.769,12.769,5.955,5.955,0.000,0.000,0.000,0.000,5.955
3652,1448.471,15.608,15.608,5.510,5.510,0.000,0.000,0.000,0.000,5.510
3653,1448.885,14.769,14.769,5.065,5.065,0.000,0.000,0.000,0.000,5.065
3654,1449.299,42.414,42.414,4.620,4.620,0.000,0.000,0.000,0.000,4.620
3655,1449.712,35.498,35.498,4.175,4.175,0.000,0.000,0.000,0.000,4.175
3656,1450.126,13.608,13.608,3.730,3.730,0.000,0.000,0.000,0.000,3.730
3657,1450.540,16.634,16.634,3.285,3.285,0.000,0.000,0.000,0.000,3.285
3658,1450.954,28.053,28.053,2.840,2.840,0.000,0.000,0.000,0.000,2.840
3659,1451.368,32.053,32.053,2.395,2.395,0.000,0.000,0.000,0.000,2.395
3660,1451.781,8.460,8.460,2.379,2.379,0.000,0.000,0.000,0.000,2.379
3661,1452.195,2.189,2.189,2.363,2.363,0.000,0.000,0.000,0.000,2.363
3662,1452.609,17.918,17.918,2.346,2.346,0.000,0.000,0.000,0.000,2.346
3663,1453.023,9.918,9.918,2.330,2.330,0.000,0.000,0.000,0.000,2.330
3664,1453.437,24.227,24.227,2.314,2.314,0.000,0.000,0.000,0.000,2.314
3665,1453.851,6.905,6.905,2.298,2.298,0.000,0.000,0.000,0.000,2.298
3666,1454.264,22.350,22.350,2.282,2.282,0.000,0.000,0.000,0.000,2.282
3667,1454.678,29.202,29.202,2.266,2.266,0.000,0.000,0.000,0.000,2.266
3668,1455.092,0.000,-6.121,2.250,2.250,0.000,0.000,0.000,0.000,2.250
3669,1455.506,1.189,1.189,2.234,2.234,0.000,0.000,0.000,0.000,2.234
3670,1455.920,14.176,14.176,2.218,2.218,0.000,0.000,0.000,0.000,2.218
3671,1456.334,8.905,8.905,2.202,2.202,0.000,0.000,0.000,0.000,2.202
3672,1456.748,0.000,-27.295,2.186,2.186,0.000,0.000,0.000,0.000,2.186
